;cd_instrumento;tp_instrumento;stp_instrumento;dt_medicao;hr_medicao;sit_medicao;valor;tp_coleta;just_n_medicao;numero_OS;cond_adversa;obs;unid_medida_u;unid_medida_y;leitura_m;unid_medida_w;unid_medida_aa;unid_medida_ac;lei_manual_m;leitura;leitua_sensor_u1;cota_z;leitura_sensor_u1;unid_medida;Valor;unid_medida_aec;desv_padrao
1468;PICBMV2PZ007;Piezômetro;Casagrande;2020-05-25;0:21.02;Realizada;;Automatizada;;238457.0;SECO;;;;;;;;;;;;;;;;0
1469;PICBMV2PZ007;Piezômetro;Casagrande;2020-05-26;0:28.45;Realizada;;Automatizada;;238632.0;SECO;;;;;;;;;;;;;;;;0
1470;PICBMV2PZ007;Piezômetro;Casagrande;2020-05-27;0:19.37;Realizada;;Automatizada;;238795.0;SECO;;;;;;;;;;;;;;;;0
1471;PICBMV2PZ007;Piezômetro;Casagrande;2020-05-28;0:30.55;Realizada;;Automatizada;;238975.0;SECO;;;;;;;;;;;;;;;;0
1472;PICBMV2PZ007;Piezômetro;Casagrande;2020-05-29;0:20.47;Realizada;;Automatizada;;239111.0;SECO;;;;;;;;;;;;;;;;0
1473;PICBMV2PZ007;Piezômetro;Casagrande;2020-05-30;0:22.14;Realizada;;Automatizada;;239270.0;SECO;;;;;;;;;;;;;;;;0
1474;PICBMV2PZ007;Piezômetro;Casagrande;2020-05-31;0:22.27;Realizada;;Automatizada;;239451.0;SECO;;;;;;;;;;;;;;;;0
1475;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-01;0:26.54;Realizada;;Automatizada;;239819.0;SECO;;;;;;;;;;;;;;;;0
1476;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-02;0:21.22;Realizada;;Automatizada;;240070.0;SECO;;;;;;;;;;;;;;;;0
1477;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-03;0:33.20;Realizada;;Automatizada;;240216.0;SECO;;;;;;;;;;;;;;;;0
1478;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-04;0:22.45;Realizada;;Automatizada;;240383.0;SECO;;;;;;;;;;;;;;;;0
1479;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-05;0:20.09;Realizada;;Automatizada;;240502.0;SECO;;;;;;;;;;;;;;;;0
1480;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-06;0:22.14;Realizada;;Automatizada;;240638.0;SECO;;;;;;;;;;;;;;;;0
1481;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-07;0:20.25;Realizada;;Automatizada;;240760.0;SECO;;;;;;;;;;;;;;;;0
1482;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-08;0:21.34;Realizada;;Automatizada;;239644.0;SECO;;;;;;;;;;;;;;;;0
1483;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-08;0:42.22;Não Realizada;;Automatizada;Medição realizada em outra OS;240914.0;;Monitoramento realizado na O.S 239644 da 1°quinzenal.;;;;;;;;;;;;;;;0
1484;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-09;0:29.52;Realizada;;Automatizada;;241081.0;SECO;;;;;;;;;;;;;;;;0
1485;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-10;0:20.17;Realizada;;Automatizada;;241252.0;SECO;;;;;;;;;;;;;;;;0
1486;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-11;0:19.54;Realizada;;Automatizada;;241419.0;SECO;;;;;;;;;;;;;;;;0
1487;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-12;0:21.05;Realizada;;Automatizada;;241536.0;SECO;;;;;;;;;;;;;;;;0
1488;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-13;0:20.15;Realizada;;Automatizada;;241667.0;SECO;;;;;;;;;;;;;;;;0
1489;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-14;0:21.39;Realizada;;Automatizada;;241795.0;SECO;;;;;;;;;;;;;;;;0
1490;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-15;0:19.52;Realizada;;Automatizada;;242012.0;SECO;;;;;;;;;;;;;;;;0
1491;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-16;0:21.27;Realizada;;Automatizada;;242283.0;SECO;;;;;;;;;;;;;;;;0
1492;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-17;0:34.27;Realizada;;Automatizada;;242434.0;SECO;;;;;;;;;;;;;;;;0
1493;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-18;0:21.27;Realizada;;Automatizada;;242651.0;SECO;;;;;;;;;;;;;;;;0
1494;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-19;0:21.02;Realizada;;Automatizada;;242773.0;SECO;;;;;;;;;;;;;;;;0
1495;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-20;0:21.55;Realizada;;Automatizada;;242941.0;SECO;;;;;;;;;;;;;;;;0
1496;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-21;0:20.35;Realizada;;Automatizada;;243078.0;SECO;;;;;;;;;;;;;;;;0
1497;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-22;0:24.32;Realizada;;Automatizada;;241750.0;SECO;;;;;;;;;;;;;;;;0
1498;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-22;0:40.09;Não Realizada;;Automatizada;Medição realizada em outra OS;243235.0;;Monitoramento realizado na 2ª Quinzenal - O.S 241750;;;;;;;;;;;;;;;0
1499;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-23;0:24.12;Realizada;;Automatizada;;243411.0;SECO;;;;;;;;;;;;;;;;0
1500;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-24;0:20.02;Realizada;;Automatizada;;243687.0;SECO;;;;;;;;;;;;;;;;0
1501;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-25;0:23.39;Realizada;;Automatizada;;243875.0;SECO;;;;;;;;;;;;;;;;0
1502;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-26;0:21.34;Realizada;;Automatizada;;244015.0;SECO;;;;;;;;;;;;;;;;0
1503;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-27;0:20.07;Realizada;;Automatizada;;244178.0;SECO;;;;;;;;;;;;;;;;0
1504;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-28;0:21.29;Realizada;;Automatizada;;244333.0;SECO;;;;;;;;;;;;;;;;0
1505;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-29;0:28.47;Realizada;;Automatizada;;244503.0;SECO;;;;;;;;;;;;;;;;0
1506;PICBMV2PZ007;Piezômetro;Casagrande;2020-06-30;0:21.55;Realizada;;Automatizada;;244763.0;SECO;;;;;;;;;;;;;;;;0
1507;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-01;0:20.25;Realizada;;Automatizada;;245114.0;SECO;;;;;;;;;;;;;;;;0
1508;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-02;0:20.27;Realizada;;Automatizada;;245394.0;SECO;;;;;;;;;;;;;;;;0
1509;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-03;0:20.27;Realizada;;Automatizada;;245518.0;SECO;;;;;;;;;;;;;;;;0
1510;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-04;0:22.42;Realizada;;Automatizada;;245664.0;SECO;;;;;;;;;;;;;;;;0
1511;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-05;0:20.37;Realizada;;Automatizada;;245789.0;SECO;;;;;;;;;;;;;;;;0
1512;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-06;0:21.10;Realizada;;Automatizada;;245954.0;SECO;;;;;;;;;;;;;;;;0
1513;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-07;0:26.22;Realizada;;Automatizada;;244976.0;SECO;;;;;;;;;;;;;;;;0
1514;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-07;0:40.25;Não Realizada;;Automatizada;Medição realizada em outra OS;246138.0;;Realizada no O.S 244976;;;;;;;;;;;;;;;0
1515;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-08;0:21.57;Realizada;;Automatizada;;246277.0;SECO;;;;;;;;;;;;;;;;0
1516;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-09;0:21.39;Realizada;;Automatizada;;246452.0;SECO;;;;;;;;;;;;;;;;0
1517;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-10;0:21.17;Realizada;;Automatizada;;246594.0;SECO;;;;;;;;;;;;;;;;0
1518;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-11;0:20.42;Realizada;;Automatizada;;246742.0;SECO;;;;;;;;;;;;;;;;0
1519;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-12;0:23.20;Realizada;;Automatizada;;246867.0;SECO;;;;;;;;;;;;;;;;0
1520;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-13;0:21.10;Realizada;;Automatizada;;247026.0;SECO;;;;;;;;;;;;;;;;0
1521;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-14;0:22.49;Realizada;;Automatizada;;247220.0;SECO;;;;;;;;;;;;;;;;0
1522;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-15;0:20.39;Realizada;;Automatizada;;247426.0;SECO;;;;;;;;;;;;;;;;0
1523;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-16;0:22.49;Realizada;;Automatizada;;247667.0;SECO;;;;;;;;;;;;;;;;0
1524;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-17;0:20.42;Realizada;;Automatizada;;247800.0;SECO;;;;;;;;;;;;;;;;0
1525;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-18;0:22.02;Realizada;;Automatizada;;247972.0;SECO;;;;;;;;;;;;;;;;0
1526;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-19;0:20.52;Realizada;;Automatizada;;248098.0;SECO;;;;;;;;;;;;;;;;0
1527;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-20;0:24.00;Realizada;;Automatizada;;248257.0;SECO;;;;;;;;;;;;;;;;0
1528;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-21;0:28.02;Realizada;;Automatizada;;248460.0;SECO;;;;;;;;;;;;;;;;0
1529;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-22;0:25.05;Realizada;;Automatizada;;247173.0;SECO;;;;;;;;;;;;;;;;0
1530;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-22;0:26.12;Não Realizada;;Automatizada;Medição realizada em outra OS;248599.0;;Monitoramento realizado na O.S 247173 - 2ª Quinzenal;;;;;;;;;;;;;;;0
1531;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-23;0:20.54;Realizada;;Automatizada;;248800.0;SECO;;;;;;;;;;;;;;;;0
1532;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-24;0:23.02;Realizada;;Automatizada;;248916.0;SECO;;;;;;;;;;;;;;;;0
1533;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-25;0:21.20;Realizada;;Automatizada;;249048.0;SECO;;;;;;;;;;;;;;;;0
1534;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-26;0:21.55;Realizada;;Automatizada;;249179.0;SECO;;;;;;;;;;;;;;;;0
1535;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-27;0:22.47;Realizada;;Automatizada;;249349.0;SECO;;;;;;;;;;;;;;;;0
1536;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-28;0:22.07;Realizada;;Automatizada;;249557.0;SECO;;;;;;;;;;;;;;;;0
1537;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-29;0:21.45;Realizada;;Automatizada;;249725.0;SECO;;;;;;;;;;;;;;;;0
1538;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-30;0:22.02;Realizada;;Automatizada;;249904.0;SECO;;;;;;;;;;;;;;;;0
1539;PICBMV2PZ007;Piezômetro;Casagrande;2020-07-31;0:23.12;Realizada;;Automatizada;;250105.0;SECO;;;;;;;;;;;;;;;;0
1540;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-01;0:22.00;Realizada;;Automatizada;;250449.0;SECO;;;;;;;;;;;;;;;;0
1541;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-02;0:19.54;Realizada;;Automatizada;;250688.0;SECO;;;;;;;;;;;;;;;;0
1542;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-03;0:20.37;Realizada;;Automatizada;;250862.0;SECO;;;;;;;;;;;;;;;;0
1543;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-04;0:20.27;Realizada;;Automatizada;;251047.0;SECO;;;;;;;;;;;;;;;;0
1544;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-05;0:22.00;Realizada;;Automatizada;;251184.0;SECO;;;;;;;;;;;;;;;;0
1545;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-06;0:20.49;Realizada;;Automatizada;;251345.0;SECO;;;;;;;;;;;;;;;;0
1546;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-07;0:23.39;Realizada;;Automatizada;;250308.0;SECO;;;;;;;;;;;;;;;;0
1547;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-07;0:47.49;Não Realizada;;Automatizada;Medição realizada em outra OS;251462.0;;Medição dos instrumentos realizado na O.S 250308 - 1ª Quinzenal;;;;;;;;;;;;;;;0
1548;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-08;0:19.59;Realizada;;Automatizada;;251620.0;SECO;;;;;;;;;;;;;;;;0
1549;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-09;0:22.30;Realizada;;Automatizada;;251743.0;SECO;;;;;;;;;;;;;;;;0
1550;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-10;0:20.44;Realizada;;Automatizada;;251909.0;SECO;;;;;;;;;;;;;;;;0
1551;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-11;0:23.54;Realizada;;Automatizada;;252102.0;SECO;;;;;;;;;;;;;;;;0
1552;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-12;0:20.25;Realizada;;Automatizada;;252249.0;SECO;;;;;;;;;;;;;;;;0
1553;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-13;0:26.39;Realizada;;Automatizada;;252451.0;SECO;;;;;;;;;;;;;;;;0
1554;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-14;0:25.19;Realizada;;Automatizada;;252571.0;SECO;;;;;;;;;;;;;;;;0
1555;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-15;0:24.05;Realizada;;Automatizada;;252775.0;SECO;;;;;;;;;;;;;;;;0
1556;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-16;0:20.47;Realizada;;Automatizada;;252986.0;SECO;;;;;;;;;;;;;;;;0
1557;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-17;0:22.54;Realizada;;Automatizada;;253188.0;SECO;;;;;;;;;;;;;;;;0
1558;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-18;0:20.49;Realizada;;Automatizada;;253380.0;SECO;;;;;;;;;;;;;;;;0
1559;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-19;0:37.37;Realizada;;Automatizada;;253561.0;SECO;;;;;;;;;;;;;;;;0
1560;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-20;0:19.47;Realizada;;Automatizada;;253730.0;SECO;;;;;;;;;;;;;;;;0
1561;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-21;0:28.24;Realizada;;Automatizada;;253851.0;SECO;;;;;;;;;;;;;;;;0
1562;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-22;0:19.52;Realizada;;Automatizada;;253993.0;SECO;;;;;;;;;;;;;;;;0
1563;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-23;0:20.07;Realizada;;Automatizada;;254118.0;SECO;;;;;;;;;;;;;;;;0
1564;PICBMV2PZ007;Piezômetro;Casagrande;2020-08-24;0:22.27;Realizada;;Automatizada;;252517.0;SECO;;;;;;;;;;;;;;;;0
