id_instrumento;Código do Instrumento;Tipo de Instrumento;Subtipo de Instrumento;Data de Medição;Hora da Medição;Situação da Medição;Valor;Tipo de Coleta;Justificativa de não Medição;Número da OS;Condição Adversa;Observação;Unidade de Medida (U);Unidade de Medida (Y);Leitura (m);Unidade de Medida (W);Unidade de Medida (AA);Unidade de Medida (AC);Código do Instrumento_1;Tipo de Instrumento_1;Subtipo de Instrumento_1;Data de Medição_1;Hora da Medição_1;Situação da Medição_1;Valor_1;Tipo de Coleta_1;Justificativa de não Medição_1;Número da OS_1;Condição Adversa_1;Observação_1;Unidade de Medida (U)_1;Leitura Manual (m);Unidade de Medida (Y)_1;Unidade de Medida (W)_1;Unidade de Medida (AA)_1;Unidade de Medida (AC)_1;Código do Instrumento_1_1;Tipo de Instrumento_1_1;Subtipo de Instrumento_1_1;Data de Medição_1_1;Hora da Medição_1_1;Situação da Medição_1_1;Valor_1_1;Tipo de Coleta_1_1;Justificativa de não Medição_1_1;Número da OS_1_1;Condição Adversa_1_1;Observação_1_1;Unidade de Medida (U)_1_1;Unidade de Medida (Y)_1_1;Leitura;Unidade de Medida (W)_1_1;Leitura do Sensor Ultrassônico (U1);Código do Instrumento_1_1_1;Tipo de Instrumento_1_1_1;Subtipo de Instrumento_1_1_1;Data de Medição_1_1_1;Hora da Medição_1_1_1;Situação da Medição_1_1_1;Valor_1_1_1;Tipo de Coleta_1_1_1;Justificativa de não Medição_1_1_1;Número da OS_1_1_1;Condição Adversa_1_1_1;Observação_1_1_1;Unidade de Medida (U)_1_1_1;Leitura Manual (m)_1;Unidade de Medida (W)_1_1_1;Unidade de Medida (AA)_1_1;Unidade de Medida (AC)_1_1;Código do Instrumento_1_1_1_1;Tipo de Instrumento_1_1_1_1;Subtipo de Instrumento_1_1_1_1;Data de Medição_1_1_1_1;Hora da Medição_1_1_1_1;Situação da Medição_1_1_1_1;Valor_1_1_1_1;Tipo de Coleta_1_1_1_1;Justificativa de não Medição_1_1_1_1;Número da OS_1_1_1_1;Condição Adversa_1_1_1_1;Observação_1_1_1_1;Unidade de Medida (U)_1_1_1_1;Unidade de Medida (Y)_1_1_1;Unidade de Medida (W)_1_1_1_1;Unidade de Medida (AA)_1_1_1;Cota (Z);Código do Instrumento_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1;Data de Medição_1_1_1_1_1;Hora da Medição_1_1_1_1_1;Situação da Medição_1_1_1_1_1;Valor_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1;Número da OS_1_1_1_1_1;Condição Adversa_1_1_1_1_1;Observação_1_1_1_1_1;Unidade de Medida (U)_1_1_1_1_1;Unidade de Medida (W)_1_1_1_1_1;Leitura do Sensor Ultrassônico (U1)_1;Código do Instrumento_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1;Valor_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1;Unidade de Medida;Número da OS_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1;Observação_1_1_1_1_1_1;Leitura Manual (m)_1_1;Unidade de Medida (Y)_1_1_1_1;Unidade de Medida (AA)_1_1_1_1;Unidade de Medida (AC)_1_1_1;Código do Instrumento_1_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1_1;Valor_1_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1_1;Unidade de Medida_1;Número da OS_1_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1_1;Observação_1_1_1_1_1_1_1;Leitura Manual (m)_1_1_1;Unidade de Medida (Y)_1_1_1_1_1;Unidade de Medida (AA)_1_1_1_1_1;Unidade de Medida (AC)_1_1_1_1;Unidade de Medida (AE);Cota (Z)_1;Código do Instrumento_1_1_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1_1_1;Valor_1_1_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1_1_1;Unidade de Medida_1_1;Número da OS_1_1_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1_1_1;Observação_1_1_1_1_1_1_1_1;Leitura Manual (m)_1_1_1_1;Unidade de Medida (Y)_1_1_1_1_1_1;Unidade de Medida (AA)_1_1_1_1_1_1;Unidade de Medida (AC)_1_1_1_1_1;Código do Instrumento_1_1_1_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1_1_1_1;Valor_1_1_1_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1_1_1_1;Unidade de Medida_1_1_1;Número da OS_1_1_1_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1_1_1_1;Observação_1_1_1_1_1_1_1_1_1;Leitura Manual (m)_1_1_1_1_1;Unidade de Medida (Y)_1_1_1_1_1_1_1;Unidade de Medida (AA)_1_1_1_1_1_1_1;Unidade de Medida (AC)_1_1_1_1_1_1;Código do Instrumento_1_1_1_1_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1_1_1_1_1;Valor_1_1_1_1_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1_1_1_1_1;Unidade de Medida_1_1_1_1;Número da OS_1_1_1_1_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1_1_1_1_1;Observação_1_1_1_1_1_1_1_1_1_1;Leitura Manual (m)_1_1_1_1_1_1;Unidade de Medida (Y)_1_1_1_1_1_1_1_1;Unidade de Medida (AA)_1_1_1_1_1_1_1_1;Unidade de Medida (AC)_1_1_1_1_1_1_1;Código do Instrumento_1_1_1_1_1_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1_1_1_1_1_1;Valor_1_1_1_1_1_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1_1_1_1_1_1;Número da OS_1_1_1_1_1_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1_1_1_1_1_1;Observação_1_1_1_1_1_1_1_1_1_1_1;desv_padrao
1170;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/20/2019 00:00:00;0.421527777777778;Realizada;;Automatizada;;197867;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1171;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/21/2019 00:00:00;0.538194444444444;Realizada;;Automatizada;;197992;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1172;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/22/2019 00:00:00;0.521527777777778;Realizada;;Automatizada;;197091;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1173;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/23/2019 00:00:00;0.436805555555556;Realizada;;Automatizada;;198246;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1174;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/24/2019 00:00:00;0.357638888888889;Realizada;;Manual;;198325;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1175;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/25/2019 00:00:00;0.360416666666667;Realizada;;Automatizada;;198424;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1176;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/26/2019 00:00:00;0.416666666666667;Realizada;;Manual;;198602;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1177;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/27/2019 00:00:00;0.435416666666667;Realizada;;Automatizada;;198770;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1178;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/28/2019 00:00:00;0.365972222222222;Realizada;;Automatizada;;198862;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1179;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/29/2019 00:00:00;0.432638888888889;Realizada;;Automatizada;;198986;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1180;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/30/2019 00:00:00;0.402777777777778;Realizada;;Automatizada;;199116;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1181;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;08/31/2019 00:00:00;0.365277777777778;Realizada;;Automatizada;;199285;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1182;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/01/2019 00:00;0.352083333333333;Realizada;;Automatizada;;199678;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1183;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/02/2019 00:00;0.409027777777778;Realizada;;Automatizada;;199810;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1184;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/03/2019 00:00;0.422916666666667;Realizada;;Automatizada;;199974;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1185;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/04/2019 00:00;0.463888888888889;Realizada;;Automatizada;;199389;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1186;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/05/2019 00:00;0.506944444444444;Realizada;;Automatizada;;200299;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1187;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/06/2019 00:00;0.457638888888889;Realizada;;Automatizada;;200418;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1188;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/07/2019 00:00;0.35625;Realizada;;Automatizada;;200532;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1189;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/08/2019 00:00;0.363888888888889;Realizada;;Automatizada;;200653;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1190;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/09/2019 00:00;0.59375;Realizada;;Automatizada;;200763;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1191;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/10/2019 00:00;0.411805555555555;Realizada;;Automatizada;;200908;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1192;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/11/2019 00:00;0.470138888888889;Realizada;;Automatizada;;201026;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1193;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/12/2019 00:00;0.449305555555556;Realizada;;Automatizada;;201150;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1194;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/13/2019 00:00:00;0.428472222222222;Realizada;;Manual;;201362;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1195;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/14/2019 00:00:00;0.365972222222222;Realizada;;Manual;;201459;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1196;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/15/2019 00:00:00;0.44375;Realizada;;Automatizada;;201587;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1197;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/16/2019 00:00:00;0.397222222222222;Realizada;;Automatizada;;201766;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1198;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/17/2019 00:00:00;0.53125;Realizada;;Automatizada;;201947;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1199;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/18/2019 00:00:00;0.591666666666667;Realizada;;Automatizada;;202069;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1200;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/19/2019 00:00:00;0.452777777777778;Realizada;;Automatizada;;201480;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1201;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/20/2019 00:00:00;0.444444444444444;Realizada;;Manual;;202413;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1202;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/21/2019 00:00:00;0.354166666666667;Realizada;;Manual;;202514;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1203;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/22/2019 00:00:00;0.334027777777778;Realizada;;Automatizada;;202600;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1204;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/23/2019 00:00:00;0.397222222222222;Realizada;;Automatizada;;202701;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1205;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/24/2019 00:00:00;0.45625;Realizada;;Automatizada;;202837;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1206;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/25/2019 00:00:00;0.411805555555555;Realizada;;Automatizada;;202969;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1207;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/26/2019 00:00:00;0.464583333333333;Realizada;;Automatizada;;203127;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
1208;;;;;;;;;;;;;;;;;;;PICBMV2PZ007;Piezômetro;Casagrande;09/27/2019 00:00:00;0.43125;Realizada;;Automatizada;;203288;SECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
